d1,t2,l39,1
d1,t4,l28,1
d1,t6,l39,1
d1,t8,l39,1
d1,t10,l24,1
d1,t11,l39,1
d1,t13,l24,1
d1,t14,l24,1
d1,t15,l24,1
d1,t16,l24,1
d1,t19,l28,1
d1,t20,l28,1
d1,t21,l28,1
d1,t22,l28,1
d1,t22,l39,1
d1,t48,l39,1
d2,t2,l39,1
d2,t4,l28,1
d2,t6,l39,1
d2,t8,l39,1
d2,t10,l24,1
d2,t10,l39,1
d2,t11,l39,1
d2,t12,l39,1
d2,t12,l66,1
d2,t13,l24,1
d2,t13,l39,1
d2,t14,l24,1
d2,t14,l39,1
d2,t15,l24,1
d2,t15,l39,1
d2,t16,l24,1
d2,t16,l39,1
d2,t17,l39,1
d2,t17,l66,1
d2,t18,l39,1
d2,t18,l66,1
d2,t19,l28,1
d2,t19,l39,1
d2,t19,l66,1
d2,t20,l28,1
d2,t20,l39,1
d2,t20,l66,1
d2,t21,l28,1
d2,t21,l39,1
d2,t21,l66,1
d2,t22,l28,1
d2,t22,l39,1
d2,t22,l66,1
d2,t23,l39,1
d2,t24,l39,1
d2,t25,l39,1
d2,t28,l39,1
d2,t29,l39,1
d2,t30,l39,1
d2,t31,l39,1
d2,t32,l39,1
d2,t33,l39,1
d2,t35,l39,1
d2,t35,l66,1
d2,t36,l66,1
d2,t37,l39,1
d2,t37,l66,1
d2,t38,l39,1
d2,t38,l66,1
d2,t39,l39,1
d2,t39,l66,1
d2,t40,l39,1
d2,t40,l66,1
d2,t41,l39,1
d2,t41,l66,1
d2,t43,l39,1
d2,t47,l39,1
d2,t47,l66,1
d2,t48,l39,1
d3,t2,l39,1
d3,t4,l28,1
d3,t6,l39,1
d3,t8,l39,1
d3,t10,l24,1
d3,t10,l39,1
d3,t11,l39,1
d3,t12,l39,1
d3,t12,l66,1
d3,t13,l24,1
d3,t13,l39,1
d3,t14,l24,1
d3,t14,l39,1
d3,t15,l24,1
d3,t15,l39,1
d3,t16,l24,1
d3,t16,l39,1
d3,t17,l39,1
d3,t17,l66,1
d3,t18,l39,1
d3,t18,l66,1
d3,t19,l28,1
d3,t19,l39,1
d3,t19,l66,1
d3,t20,l28,1
d3,t20,l39,1
d3,t20,l66,1
d3,t21,l28,1
d3,t21,l39,1
d3,t21,l66,1
d3,t22,l28,1
d3,t22,l39,1
d3,t22,l66,1
d3,t23,l39,1
d3,t24,l39,1
d3,t25,l39,1
d3,t28,l39,1
d3,t29,l39,1
d3,t30,l39,1
d3,t31,l39,1
d3,t32,l39,1
d3,t33,l39,1
d3,t35,l39,1
d3,t35,l66,1
d3,t36,l66,1
d3,t37,l39,1
d3,t37,l66,1
d3,t38,l39,1
d3,t38,l66,1
d3,t39,l39,1
d3,t39,l66,1
d3,t40,l39,1
d3,t40,l66,1
d3,t41,l39,1
d3,t41,l66,1
d3,t43,l39,1
d3,t47,l39,1
d3,t47,l66,1
d3,t48,l39,1
d4,t2,l39,1
d4,t4,l28,1
d4,t6,l39,1
d4,t8,l39,1
d4,t10,l24,1
d4,t10,l39,1
d4,t11,l39,1
d4,t12,l39,1
d4,t12,l66,1
d4,t13,l24,1
d4,t13,l39,1
d4,t14,l24,1
d4,t14,l39,1
d4,t15,l24,1
d4,t15,l39,1
d4,t16,l24,1
d4,t16,l39,1
d4,t17,l24,1
d4,t17,l39,1
d4,t17,l66,1
d4,t18,l39,1
d4,t18,l66,1
d4,t19,l28,1
d4,t19,l39,1
d4,t19,l66,1
d4,t20,l28,1
d4,t20,l39,1
d4,t20,l66,1
d4,t21,l28,1
d4,t21,l39,1
d4,t21,l66,1
d4,t22,l28,1
d4,t22,l39,1
d4,t22,l66,1
d4,t23,l39,1
d4,t24,l39,1
d4,t25,l24,1
d4,t25,l39,1
d4,t27,l39,1
d4,t28,l39,1
d4,t29,l39,1
d4,t30,l24,1
d4,t30,l39,1
d4,t31,l28,1
d4,t31,l39,1
d4,t32,l1,1
d4,t32,l28,1
d4,t32,l39,1
d4,t33,l24,1
d4,t33,l28,1
d4,t33,l39,1
d4,t34,l28,1
d4,t35,l28,1
d4,t35,l39,1
d4,t35,l66,1
d4,t36,l28,1
d4,t36,l66,1
d4,t37,l1,1
d4,t37,l28,1
d4,t37,l39,1
d4,t37,l66,1
d4,t38,l1,1
d4,t38,l28,1
d4,t38,l39,1
d4,t38,l66,1
d4,t39,l1,1
d4,t39,l28,1
d4,t39,l39,1
d4,t39,l66,1
d4,t40,l28,1
d4,t40,l39,1
d4,t40,l66,1
d4,t41,l39,1
d4,t41,l66,1
d4,t43,l39,1
d4,t45,l28,1
d4,t46,l28,1
d4,t47,l39,1
d4,t47,l66,1
d4,t48,l39,1
d5,t2,l39,1
d5,t3,l28,1
d5,t4,l28,1
d5,t6,l39,1
d5,t8,l28,1
d5,t8,l39,1
d5,t10,l24,1
d5,t10,l39,1
d5,t11,l39,1
d5,t12,l39,1
d5,t12,l66,1
d5,t13,l24,1
d5,t13,l39,1
d5,t14,l24,1
d5,t14,l39,1
d5,t15,l24,1
d5,t15,l39,1
d5,t16,l24,1
d5,t16,l39,1
d5,t17,l24,1
d5,t17,l39,1
d5,t17,l66,1
d5,t18,l39,1
d5,t18,l66,1
d5,t19,l28,1
d5,t19,l39,1
d5,t19,l66,1
d5,t20,l24,1
d5,t20,l28,1
d5,t20,l39,1
d5,t20,l66,1
d5,t21,l28,1
d5,t21,l39,1
d5,t21,l66,1
d5,t22,l28,1
d5,t22,l39,1
d5,t22,l66,1
d5,t23,l24,1
d5,t23,l39,1
d5,t24,l39,1
d5,t25,l24,1
d5,t25,l39,1
d5,t27,l39,1
d5,t28,l39,1
d5,t29,l39,1
d5,t30,l24,1
d5,t30,l39,1
d5,t31,l24,1
d5,t31,l28,1
d5,t31,l39,1
d5,t32,l1,1
d5,t32,l28,1
d5,t32,l39,1
d5,t33,l24,1
d5,t33,l28,1
d5,t33,l39,1
d5,t34,l28,1
d5,t35,l28,1
d5,t35,l39,1
d5,t35,l66,1
d5,t36,l28,1
d5,t36,l66,1
d5,t37,l1,1
d5,t37,l28,1
d5,t37,l39,1
d5,t37,l66,1
d5,t38,l1,1
d5,t38,l28,1
d5,t38,l39,1
d5,t38,l66,1
d5,t39,l1,1
d5,t39,l28,1
d5,t39,l39,1
d5,t39,l66,1
d5,t40,l28,1
d5,t40,l39,1
d5,t40,l66,1
d5,t41,l24,1
d5,t41,l39,1
d5,t41,l66,1
d5,t43,l39,1
d5,t45,l28,1
d5,t46,l28,1
d5,t47,l39,1
d5,t47,l66,1
d5,t48,l39,1
d6,t2,l39,1
d6,t3,l28,1
d6,t4,l28,1
d6,t6,l24,1
d6,t6,l39,1
d6,t7,l24,1
d6,t8,l24,1
d6,t8,l28,1
d6,t8,l39,1
d6,t10,l24,1
d6,t10,l28,1
d6,t10,l39,1
d6,t11,l24,1
d6,t11,l28,1
d6,t11,l39,1
d6,t12,l28,1
d6,t12,l39,1
d6,t12,l66,1
d6,t13,l24,1
d6,t13,l39,1
d6,t14,l24,1
d6,t14,l39,1
d6,t15,l24,1
d6,t15,l39,1
d6,t16,l24,1
d6,t16,l39,1
d6,t17,l24,1
d6,t17,l39,1
d6,t17,l66,1
d6,t18,l39,1
d6,t18,l66,1
d6,t19,l24,1
d6,t19,l28,1
d6,t19,l39,1
d6,t19,l66,1
d6,t20,l24,1
d6,t20,l28,1
d6,t20,l39,1
d6,t20,l66,1
d6,t21,l28,1
d6,t21,l39,1
d6,t21,l66,1
d6,t22,l28,1
d6,t22,l39,1
d6,t22,l66,1
d6,t23,l24,1
d6,t23,l39,1
d6,t24,l39,1
d6,t25,l24,1
d6,t25,l39,1
d6,t27,l39,1
d6,t28,l28,1
d6,t28,l39,1
d6,t29,l28,1
d6,t29,l39,1
d6,t30,l24,1
d6,t30,l28,1
d6,t30,l39,1
d6,t31,l24,1
d6,t31,l28,1
d6,t31,l39,1
d6,t32,l1,1
d6,t32,l28,1
d6,t32,l39,1
d6,t33,l24,1
d6,t33,l28,1
d6,t33,l39,1
d6,t34,l28,1
d6,t35,l28,1
d6,t35,l39,1
d6,t35,l66,1
d6,t35,l103,1
d6,t36,l24,1
d6,t36,l28,1
d6,t36,l39,1
d6,t36,l66,1
d6,t36,l103,1
d6,t37,l1,1
d6,t37,l24,1
d6,t37,l28,1
d6,t37,l39,1
d6,t37,l66,1
d6,t37,l103,1
d6,t38,l1,1
d6,t38,l28,1
d6,t38,l39,1
d6,t38,l66,1
d6,t39,l1,1
d6,t39,l28,1
